Additive_Name,Chemical_Abstracts_Service_Number,European_Number,Allowed in America,Allowed in Europe
Octyl Heptanoate, 5132-75-2,,Y,
Octyl Isobutyrate, 109-15-9,,Y,
Octyl Isovalerate, 7786-58-5,,Y,
Octyl Octanoate, 2306-88-9,,Y,
Octyl Phenylacetate, 122-45-2,,Y,
Octyl Propionate, 142-60-9,,Y,
O-Ethyl S-(2-Furylmethyl)Thiocarbonate, 376595-42-5,,Y,
Oiticica Oil, 8016-35-1,,Y,
Oleic Acid, 112-80-1,,Y,
"Oleic Acid, From Tall Oil Fatty Acids", 977047-39-4,,Y,
Olestra, 121854-29-3,,Y,
Oleyl Alcohol, 143-28-2,,Y,
"Olibanum, Absolute (Boswellia Spp.)", 977184-03-4,,Y,
"Olibanum, Gum, Resin (Boswellia Spp.)", 8050-07-5,,Y,
"Olibanum, Oil (Boswellia Spp.)", 8016-36-2,,Y,
"Olibanum, Resinoid (Boswellia Spp.)", 977184-02-3,,Y,
Omega-6-Hexadecenlactone, 7779-50-2,,Y,
Omega-Pentadecalactone, 106-02-5,,Y,
O-Methoxybenzaldehyde, 135-02-4,,Y,
O-Methoxycinnamaldehyde, 1504-74-1,,Y,
O-Methylanisole, 578-58-5,,Y,
"Onion, Oil (Allium Cepa L.)", 8002-72-0,,Y,
O-Phenylphenol, 90-43-7,,Y,
Opopanax Tincture, 977091-81-8,,Y,
"Opopanax, Gum", 9000-78-6,,Y,
"Opopanax, Non-Specific", 977136-06-3,,Y,
"Opopanax, Oil", 8021-36-1,,Y,
O-Propylphenol, 644-35-9,,Y,
Orange B, 15139-76-1,,Y,
"Orange Essence Oil, Natural", 68514-75-0,,Y,
"Orange Essence, Natural", 977091-85-2,,Y,
"Orange Flowers, Absolute (Citrus Aurantium L.)", 977049-65-2,,Y,
"Orange Flowers, Bitter (Citrus Aurantium L)", 977051-52-7,,Y,
"Orange Leaf, Absolute (Citrus Aurantium L.)", 977091-84-1,,Y,
Orange Peel, 977070-86-2,,Y,
"Orange Peel, Bitter, Extract (Citrus Aurantium L.)", 977081-87-0,,Y,
"Orange Peel, Bitter, Oil (Citrus Aurantium L.)", 68916-04-1,,Y,
"Orange Peel, Sweet, Extract (Citrus Sinensis (L.) Osbeck)", 977091-82-9,,Y,
"Orange Peel, Sweet, Oil (Citrus Sinensis (L.) Osbeck)", 8008-57-9,,Y,
"Orange Peel, Sweet, Oil, Terpeneless (Citrus Sinensis (L.) Osbeck)", 977154-09-8,,Y,
"Orange, Extract", 977130-92-9,,Y,
"Orange, Juice", 977059-38-3,,Y,
"Orange, Oil, Distilled (Citrus Sinensis (L.) Osbeck)", 977091-83-0,,Y,
"Orange, Oil, Terpeneless (Citrus Sinensis (L.) Osbeck)", 68606-94-0,,Y,
"Oregano (Lippia Spp., Usually L. Graveolens Hbk)", 977138-70-7,,Y,
"Oregano (Other Genera Including Coleus, Lantana And Hyptis)", 977138-69-4,,Y,
"Oregano, European (Origanum Spp.)", 977002-10-0,,Y,
Origanum Oil (Extractive)(Thymus Capitatus Hoff. Et Link), 8007-11-2,,Y,
Orin Lactone, 134359-15-2,,Y,
"Orris Root, Extract (Iris Florentina L.)", 977096-43-7,,Y,
"Orris, Concrete, Liquid, Oil (Iris Florentina L.)", 977086-43-3,,Y,
Osmanthus Absolute, 977103-81-3,,Y,
O-Toluenethiol, 137-06-4,,Y,
O-Tolyl Acetate, 533-18-6,,Y,
O-Tolyl Isobutyrate, 36438-54-7,,Y,
O-Tolyl Salicylate, 617-01-6,,Y,
O-Trans-Coumaric Acid, 614-60-8,,Y,
O-Vinylanisole--Nlfg, 612-15-7,,Y,
Ox Bile Extract, 8008-63-7,,Y,
Oxidised Starch,,E 1404,,Y
Oxidized Polyethylene Wax,,E 914,,Y
"Oxirane (Chloromethyl)-, Polymer With Ammonia, Reaction Product With Chloromethane", 68036-99-7,,Y,
Oxygen,,E 948,,Y
Oxystearin, 8028-45-3,,Y,
Ozone, 10028-15-6,,Y,
"P,Alpha,Alpha-Trimethylbenzyl Alcohol", 1197-01-9,,Y,
"P,Alpha-Dimethylbenzyl Alcohol", 536-50-5,,Y,
"P,Alpha-Dimethylstyrene", 1195-32-0,,Y,
Palmitic Acid, 57-10-3,,Y,
P-Aminobenzoic Acid, 150-13-0,,Y,
Pancreatin, 8049-47-6,,Y,
Pansy (Viola Tricolor L.), 977068-82-8,,Y,
Papain (Carica Papaya L.), 9001-73-4,,Y,
Paprika (Capsicum Annuum L.), 977006-45-3,E 160c,Y,Y
Paprika Oleoresin (Capsicum Annuum L.), 68917-78-2,,Y,
"Paraffin And Succinic Derivatives, Synthetic", 977051-57-2,,Y,
Paraffin Wax, 8002-74-2,,Y,
Paraldehyde, 123-63-7,,Y,
"Parmesan Cheese, Reggiano Cheese", 977090-87-1,,Y,
Parsley (Petroselinum Spp.), 977051-58-3,,Y,
"Parsley, Oil (Petroselinum Spp.)", 8000-68-8,,Y,
"Parsley, Oleoresin (Petroselinum Spp.)", 8025-95-4,,Y,
Passion Flower (Passiflora Incarnata L.), 977001-53-8,,Y,
Passion Flower Extract, 8057-62-3,,Y,
"Patchouly, Oil (Pogostemon Spp.)", 8014-09-3,,Y,
Patent Blue V,,E 131,,Y
P-Cresol, 106-44-5,,Y,
P-Cymene, 99-87-6,,Y,
P-Dimethoxybenzene, 150-78-7,,Y,
"Peach Kernel, Extract(Prunus Persica Sieb Et Zucc.)", 8023-98-1,,Y,
Peach Leaves (Prunus Persica (L.) Batsch), 977009-83-8,,Y,
"Peach Leaves, Extract (Prunus Persica (L.) Batsch)", 977183-61-1,,Y,
Peanut Oil, 8002-03-7,,Y,
Peanut Stearine (Arachis Hypogaea L.), 977051-59-4,,Y,
Pecan Shell Flour, 977144-30-1,,Y,
Pectin, 9000-69-5,,Y,
"Pectin, Amidated", 56645-02-4,,Y,
"Pectin, Modified", 977091-87-4,,Y,
Pectinase From Aspergillus Niger, 977031-85-8,,Y,
Pectinase From Bacillus Subtilis, 977090-12-2,,Y,
Pectins,,E 440,,Y
"Peg Fatty Acid Esters And Mono-, Di-, And Triglycerides Mixture", 977188-96-7,,Y,
Pendare (Couma Macrocarpa Barb. Rodr. & Couma Utilis (Mart.) Muell. Arg.), 977011-50-9,,Y,
Penicillinase From Bacillus Subtilis, 977090-13-3,,Y,
Penicillium Roqueforti, 977083-14-9,,Y,
"Pennyroyal, Oil, American (Hedeoma Pulegiodes (L.))", 8007-44-1,,Y,
"Pennyroyal, Oil, European (Mentha Pulegium L.)", 8013-99-8,,Y,
Pent-2-Enyl Hexanoate, 74298-89-8,,Y,
Pentadecanoic Acid, 1002-84-2,,Y,
Pentyl 2-Furyl Ketone, 14360-50-0,,Y,
Pentylamine, 110-58-7,,Y,
"Pepper, Black (Piper Nigrum L.)", 977051-62-9,,Y,
"Pepper, Black, Oil (Piper Nigrum L.)", 8006-82-4,,Y,
"Pepper, Black, Oleoresin (Piper Nigrum L.)", 8002-56-0,,Y,
"Pepper, Cayenne", 977071-33-2,,Y,
"Pepper, Red", 977184-01-2,,Y,
"Pepper, White (Piper Nigrum L.)", 977051-63-0,,Y,
"Pepper, White, Oil (Piper Nigrum L.)", 977018-20-4,,Y,
"Pepper, White, Oleoresin (Piper Nigrum L.)", 977018-21-5,,Y,
Peppermint Leaves (Mentha Piperita L.), 977018-19-1,,Y,
Peppermint Plant, 977001-36-7,,Y,
"Peppermint, Oil (Mentha Piperita L.)", 8006-90-4,,Y,
Pepsin, 9001-75-6,,Y,
Peptones, 73049-73-7,,Y,
Peracetic Acid, 79-21-0,,Y,
Perfluorohexane, 355-42-0,,Y,
Perilla Leaf Oil, 977186-33-6,,Y,
Perillaldehyde, 2111-75-3,,Y,
Perillaldehyde Propyleneglycol Acetal, 121199-28-8,,Y,
Perillo, 977049-04-9,,Y,
Perillyl Acetate, 15111-96-3,,Y,
Periodic Acid, 10450-60-9,,Y,
P-Ethoxybenzaldehyde, 10031-82-0,,Y,
P-Ethylphenol, 123-07-9,,Y,
"Petitgrain, Lemon, Oil (Citrus Limon (L.) Burm. F.)", 8048-51-9,,Y,
"Petitgrain, Mandarin, Oil (Citrus Reticulata Blanco Var. Mandarin)", 977051-67-4,,Y,
"Petitgrain, Oil (Citrus Aurantium L.)", 8014-17-3,,Y,
Petrolatum, 8009-03-8,,Y,
"Petroleum Hydrocarbons, Odorless, Light", 977051-68-5,,Y,
Petroleum Naphtha, 8030-30-6,,Y,
Petroleum Wax, 977051-70-9,,Y,
"Petroleum Wax, Synthetic", 977045-73-0,,Y,
Phaffia Yeast, 977165-85-7,,Y,
Phenethyl 2-Furoate, 7149-32-8,,Y,
Phenethyl 2-Methylbutyrate, 24817-51-4,,Y,
Phenethyl Acetate, 103-45-7,,Y,
Phenethyl Alcohol, 60-12-8,,Y,
Phenethyl Anthranilate, 133-18-6,,Y,
Phenethyl Benzoate, 94-47-3,,Y,
Phenethyl Butyrate, 103-52-6,,Y,
Phenethyl Cinnamate, 103-53-7,,Y,
Phenethyl Decanoate, 61810-55-7,,Y,
Phenethyl Formate, 104-62-1,,Y,
Phenethyl Hexanoate, 6290-37-5,,Y,
Phenethyl Isobutyrate, 103-48-0,,Y,
Phenethyl Isothiocyanate, 2257-09-2,,Y,
Phenethyl Isovalerate, 140-26-1,,Y,
Phenethyl Octanoate, 5457-70-5,,Y,
Phenethyl Phenylacetate, 102-20-5,,Y,
Phenethyl Propionate, 122-70-3,,Y,
Phenethyl Salicylate, 87-22-9,,Y,
Phenethyl Senecioate, 42078-65-9,,Y,
Phenethyl Tiglate, 55719-85-2,,Y,
Phenethylamine, 64-04-0,,Y,
Phenol, 108-95-2,,Y,
"Phenol-Formaldehyde, Cross-Linked, Tetraethylenepentamine Activated", 27233-92-7,,Y,
"Phenol-Formaldehyde, Cross-Linked, Triethylenetetramine & Tetraethylenepentamine Activated", 977083-15-0,,Y,
"Phenol-Formaldehyde, Cross-Linked, Triethylenetetramine Activated", 32610-77-8,,Y,
"Phenol-Formaldehyde, Sulfite-Modified, Cross-Linked", 977083-16-1,,Y,
Phenoxyacetic Acid, 122-59-8,,Y,
Phenyl Acetate, 122-79-2,,Y,
Phenyl Butyrate, 4346-18-3,,Y,
Phenyl Disulfide, 882-33-7,,Y,
Phenyl Salicylate, 118-55-8,,Y,
Phenylacetaldehyde, 122-78-1,,Y,
"Phenylacetaldehyde 2,3-Butylene Glycol Acetal", 5468-06-4,,Y,
Phenylacetaldehyde Diethyl Acetal, 6314-97-2,,Y,
Phenylacetaldehyde Diisobutyl Acetal, 68345-22-2,,Y,
Phenylacetaldehyde Dimethyl Acetal, 101-48-4,,Y,
Phenylacetaldehyde Glyceryl Acetal, 29895-73-6,,Y,
Phenylacetaldehyde Propyleneglycol Acetal, 5468-05-3,,Y,
Phenylacetic Acid, 103-82-2,,Y,
Phenylethyl Mercaptan, 4410-99-5,,Y,
Phosphated Distarch Phosphate,,E 1413,,Y
Phosphoric Acid, 7664-38-2,E 338,Y,Y
Phosphorus Oxychloride, 10025-87-3,,Y,
Phthalide, 87-41-2,,Y,
Phytol, 150-86-7,,Y,
Phytyl Acetate, 10236-16-5,,Y,
"Pimenta Leaf, Oil (Pimenta Officinalis Lindl.)", 977157-17-7,,Y,
"Pine Bark, White (Pinus Strobus L.)", 977002-91-7,,Y,
"Pine Bark, White, Extract Solid (Pinus Strobus L.)", 977089-63-6,,Y,
"Pine Bark, White, Oil (Pinus Strobus L.)", 977089-62-5,,Y,
"Pine Needle, Dwarf, Oil (Pinus Mugo Turra Var. Pumilio (Haenke) Zenari)", 8000-26-8,,Y,
"Pine Tar, Oil (Pinus Spp.)", 977009-97-4,,Y,
"Pine, Scotch, Oil (Pinus Sylvestris L.)", 8023-99-2,,Y,
"Pine, White, Oil (Pinus Spp.)", 977019-44-5,,Y,
Pinocarveol, 5947-36-4,,Y,
Pinocarvyl Isobutyrate, 929116-08-5,,Y,
Piper Longum Distillate, 90082-60-3,,Y,
Piperazine, 110-85-0,,Y,
Piperazine Dihydrochloride, 142-64-3,,Y,
Piperidine, 110-89-4,,Y,
Piperine, 94-62-2,,Y,
Piperitenone, 491-09-8,,Y,
Piperitenone Oxide, 35178-55-3,,Y,
Piperonal, 120-57-0,,Y,
Piperonal Propyleneglycol Acetal, 61683-99-6,,Y,
Piperonyl Acetate, 326-61-4,,Y,
Piperonyl Isobutyrate, 5461-08-5,,Y,
"Pipsissewa Leaves, Extract (Chimaphila Umbellata Nutt.)", 89997-56-8,,Y,
P-Isopropylacetophenone, 645-13-6,,Y,
P-Isopropylbenzyl Alcohol, 536-60-7,,Y,
P-Isopropylphenylacetaldehyde, 4395-92-0,,Y,
Plain Caramel,,E 150a,,Y
P-Menth-1-En-3-Ol, 491-04-3,,Y,
P-Menth-1-En-9-Ol, 18479-68-0,,Y,
P-Menth-1-Ene-9-Al, 29548-14-9,,Y,
P-Menth-3-En-1-Ol, 586-82-3,,Y,
"P-Mentha-1,8-Dien-7-Ol", 536-59-4,,Y,
P-Mentha-8-Thiol-3-One, 38462-22-5,,Y,
P-Menthan-2-One, 499-70-7,,Y,
P-Menthan-7-Ol, 5502-75-0,,Y,
"P-Menthane-3,8-Diol", 42822-86-6,,Y,
P-Methoxy-Alpha-Methylcinnamaldehyde, 65405-67-6,,Y,
P-Methoxybenzaldehyde, 123-11-5,,Y,
P-Methoxycinnamaldehyde, 1963-36-6,,Y,
P-Methylanisole, 104-93-8,,Y,
P-Methylcinnamaldehyde, 1504-75-2,,Y,
"Poly(Acrylic Acid-Co-Hypophosphite), Sodium Salt", 71050-62-9,,Y,
Poly(Alkyl(C16-22)Acrylate), 27029-57-8,,Y,
Poly(Divinylbenzene-Co-Ethylstyrene), 9043-77-0,,Y,
Poly(Divinylbenzene-Co-Trimethyl(Vinylbenzyl)Ammonium Chloride), 60177-39-1,,Y,
"Poly(Maleic Anhydride), Sodium Salt", 70247-90-4,,Y,
Polyacrylamide, 9003-05-8,,Y,
"Polyacrylamide Resin, Modified", 26006-22-4,,Y,
"Polyacrylic Acid, Sodium Salt", 9003-04-7,,Y,
Polydextrose, 68424-04-4,E 1200,Y,Y
"Polyethylene (M W 2,000-21,000)", 9002-88-4,,Y,
Polyethylene Glycol (400) Dioleate, 977051-75-4,E 1521,Y,Y
"Polyethylene Glycol (M W 200-9,500)", 25322-68-3,,Y,
"Polyethylene, Oxidized", 68441-17-8,,Y,
"Polyethylenimine Reaction Product W/ 1,2-Dichloroethane", 68130-97-2,,Y,
Polyglycerol Esters Of Fatty Acids, 977050-69-3,E 475,Y,Y
Polyglycerol Polyricinoleate,,E 476,,Y
Polyglyceryl Phthalate Ester Of Coconut Oil Fatty Acids, 66070-87-9,,Y,
Polyglycitol Syrup,,E 964,,Y
"Polyisobutylene (Min M W 37,000)", 9003-27-4,,Y,
Polylimonene, 9003-73-0,,Y,
Polymaleic Acid, 26099-09-2,,Y,
"Polymaleic Acid, Sodium Salt", 30915-61-8,,Y,
Polyoxyethylene (40) Stearate,,E 431,,Y
Polyoxyethylene (600) Dioleate, 977028-99-1,,Y,
Polyoxyethylene (600) Monoricinoleate, 977137-78-2,,Y,
Polyoxyethylene 40 Monostearate, 9004-99-3,,Y,
Polyoxyethylene Dioleate, 9005-07-6,,Y,
Polyoxyethylene Sorbitan Monolaurate (Polysorbate 20),,E 432,,Y
Polyoxyethylene Sorbitan Monooleate (Polysorbate 80),,E 433,,Y
Polyoxyethylene Sorbitan Monopalmitate (Polysorbate 40),,E 434,,Y
Polyoxyethylene Sorbitan Monostearate (Polysorbate 60),,E 435,,Y
Polyoxyethylene Sorbitan Tristearate (Polysorbate 65),,E 436,,Y
Polyphosphates,,E 452,,Y
"Polypropylene Glycol (M W 1,200-3,000)", 25322-69-4,,Y,
Polysorbate 20, 9005-64-5,,Y,
Polysorbate 60, 9005-67-8,,Y,
Polysorbate 65, 9005-71-4,,Y,
Polysorbate 80, 9005-65-6,,Y,
"Polystyrene, Cross-Linked, Chloromethylated, Then Aminated With Trimethylamine, Dimethylamine, Diethylenetriamine, Or Triethanolamine", 977086-87-5,,Y,
Polyvinyl Acetate, 9003-20-7,,Y,
Polyvinyl Alcohol, 9002-89-5,E 1203,Y,Y
Polyvinyl Polypyrrolidone, 977043-97-2,E 1202,Y,Y
Polyvinylpyrrolidone, 9003-39-8,E 1201,Y,Y
Polyvinylpyrrolidone-Vinyl Acetate Copolymer,,E 1208,,Y
"Pomegranate Bark, Extract (Punica Granatum L.)", 977018-22-6,,Y,
"Ponceau 4r, Cochineal Red A",,E 124,,Y
Poplar Buds (Populus Spp.), 977002-20-2,,Y,
Poppy Seed (Papaver Somniferum L.), 977051-77-6,,Y,
Potassium 2-(1'-Ethoxy)Ethoxypropanoate, 100743-68-8,,Y,
Potassium Acetate, 127-08-2,E 261,Y,Y
Potassium Acid Pyrophosphate, 14691-84-0,,Y,
Potassium Acid Tartrate, 868-14-4,,Y,
Potassium Adipate,,E 357,,Y
Potassium Alginate,,E 402,,Y
Potassium Aluminium Silicate,,E 555,,Y
Potassium Benzoate, 582-25-2,E 212,Y,Y
Potassium Bicarbonate, 298-14-6,,Y,
Potassium Bisulfite, 7773-03-7,,Y,
Potassium Borate, 1332-77-0,,Y,
Potassium Bromate, 7758-01-2,,Y,
Potassium Bromide, 7758-02-3,,Y,
Potassium Caprate, 13040-18-1,,Y,
Potassium Caprylate, 764-71-6,,Y,
Potassium Carbonate, 584-08-7,E 501,Y,Y
Potassium Caseinate, 68131-54-4,,Y,
Potassium Chloride, 7447-40-7,E 508,Y,Y
Potassium Citrate, 6100-05-6,,Y,
Potassium Citrates,,E 332,,Y
Potassium Ferrocyanide,,E 536,,Y
Potassium Fumarate, 7704-72-5,,Y,
Potassium Gibberellate, 125-67-7,,Y,
Potassium Gluconate, 299-27-4,E 577,Y,Y
Potassium Glycerophosphate, 1319-70-6,,Y,
Potassium Hydrogen Sulphite,,E 228,,Y
Potassium Hydroxide, 1310-58-3,E 525,Y,Y
Potassium Hypophosphate, 99690-64-9,,Y,
Potassium Hypophosphite, 7782-87-8,,Y,
Potassium Iodate, 7758-05-6,,Y,
Potassium Iodide, 7681-11-0,,Y,
Potassium Lactate, 996-31-6,E 326,Y,Y
Potassium Laurate, 10124-65-9,,Y,
Potassium Malate,,E 351,,Y
Potassium Metabisulfite, 16731-55-8,E 224,Y,Y
Potassium Myristate, 13429-27-1,,Y,
Potassium Nitrate, 7757-79-1,E 252,Y,Y
Potassium Nitrite, 7758-09-0,E 249,Y,Y
Potassium N-Methyldithiocarbamate, 137-41-7,,Y,
Potassium Oleate, 143-18-0,,Y,
Potassium Palmitate, 2624-31-9,,Y,
Potassium Pectinate, 65028-59-3,,Y,
Potassium Permanganate, 7722-64-7,,Y,
Potassium Persulfate, 7727-21-1,,Y,
"Potassium Phosphate, Monobasic", 7778-77-0,,Y,
"Potassium Phosphate, Tribasic", 7778-53-2,E 340,Y,Y
Potassium Polymetaphosphate, 7790-53-6,,Y,
Potassium Propionate,,E 283,,Y
Potassium Pyrophosphate, 7320-34-5,,Y,
Potassium Salts Of Fatty Acids, 8046-74-0,,Y,
Potassium Sorbate, 24634-61-5,E 202,Y,Y
Potassium Stearate, 593-29-3,,Y,
Potassium Sulfate, 7778-80-5,E 515,Y,Y
Potassium Sulfite, 10117-38-1,,Y,
Potassium Tartrates,,E 336,,Y
Potassium Tripolyphosphate, 13845-36-8,,Y,
Potato Starch, 977000-07-9,,Y,
P-Propylanisole, 104-45-0,,Y,
P-Propylphenol, 645-56-7,,Y,
Prenyl Acetate, 1191-16-8,,Y,
Prenyl Benzoate, 5205-11-8,,Y,
Prenyl Caproate, 76649-22-4,,Y,
Prenyl Formate, 68480-28-4,,Y,
Prenyl Isobutyrate, 76649-23-5,,Y,
Prenyl Thioacetate, 33049-93-3,,Y,
Prenylthiol, 5287-45-6,,Y,
Prickly Ash Bark Extract (Xanthoxylum Spp.), 977018-23-7,,Y,
"Prickly Ash Bark, Oil", 977018-24-8,,Y,
Processed Euchema Seaweed,,E 407a,,Y
Propane, 74-98-6,E 944,Y,Y
"Propane-1, 2-Diol (Propylene Glycol)",,E 1520,,Y
"Propane-1, 2-Diol Alginate",,E 405,,Y
"Propane-1,2-Diol Esters Of Fatty Acids",,E 477,,Y
Propenyl Propyl Disulfide, 5905-46-4,,Y,
Propenylguaethol, 94-86-0,,Y,
Propionaldehyde, 123-38-6,,Y,
Propionic Acid, 79-09-4,E 280,Y,Y
Propiophenone, 93-55-0,,Y,
"Propyl 2,4-Decadienoate", 84788-08-9,,Y,
Propyl 2-Furanacrylate, 623-22-3,,Y,
Propyl 2-Furoate, 615-10-1,,Y,
Propyl 2-Mercaptopropionate, 19788-50-2,,Y,
Propyl 2-Methyl-3-Furyl Disulfide, 61197-09-9,,Y,
Propyl 4-Tert-Butylphenylacetate, 92729-55-0,,Y,
Propyl Acetate, 109-60-4,,Y,
Propyl Alcohol, 71-23-8,,Y,
Propyl Benzoate, 2315-68-6,,Y,
Propyl Butyrate, 105-66-8,,Y,
Propyl Cinnamate, 7778-83-8,,Y,
Propyl Disulfide, 629-19-6,,Y,
Propyl Formate, 110-74-7,,Y,
Propyl Gallate, 121-79-9,E 310,Y,Y
Propyl Heptanoate, 7778-87-2,,Y,
Propyl Hexanoate, 626-77-7,,Y,
Propyl Isobutyrate, 644-49-5,,Y,
Propyl Isovalerate, 557-00-6,,Y,
Propyl Levulinate, 645-67-0,,Y,
Propyl Mercaptan, 107-03-9,,Y,
Propyl Phenylacetate, 4606-15-9,,Y,
Propyl P-Hydroxybenzoate, 94-13-3,,Y,
Propyl Propane Thiosulfonate, 1113-13-9,,Y,
Propyl Propionate, 106-36-5,,Y,
Propyl Pyruvate, 20279-43-0,,Y,
Propyl Sorbate, 10297-72-0,,Y,
Propyl Thioacetate, 2307-10-0,,Y,
Propylamine, 107-10-8,,Y,
Propylene Chlorohydrin, 78-89-7,,Y,
Propylene Glycol, 57-55-6,,Y,
Propylene Glycol Alginate, 9005-37-2,,Y,
Propylene Glycol Dibenzoate, 19224-26-1,,Y,
Propylene Glycol Mono- And Diesters Of Fats And Fatty Acids, 977050-70-6,,Y,
Propylene Glycol Stearate, 1323-39-3,,Y,
Propylene Oxide, 75-56-9,,Y,
Propyleneglycol Di-2-Methylbutyrate, 15514-30-0,,Y,
Propyleneglycol Diacetate, 623-84-7,,Y,
Propyleneglycol Dibutyrate, 50980-84-2,,Y,
Propyleneglycol Dihexanoate, 50343-36-7,,Y,
Propyleneglycol Dioctanoate, 7384-98-7,,Y,
Propyleneglycol Dipropionate, 10108-80-2,,Y,
Propyleneglycol Mono-2-Methylbutyrate, 977187-82-8,,Y,
Propyleneglycol Monobutyrate, 29592-95-8,,Y,
Propyleneglycol Monohexanoate, 29592-92-5,,Y,
Protease From Aspergillus Flavus, 977017-31-4,,Y,
Protease From Aspergillus Niger, 977031-92-7,,Y,
Protease From Aspergillus Oryzae, 977017-33-6,,Y,
Protease From Bacillus Amyloliquefaciens, 977031-93-8,,Y,
Protease From Bacillus Licheniformis, 977165-99-3,,Y,
Protease From Bacillus Subtilis, 51931-23-8,,Y,
"Protein Hydrolysate, Unspecified", 9015-54-7,,Y,
"Protein, Animal, Hydrolyzed", 100085-61-8,,Y,
"Protein, Milk, Hydrolyzed", 92797-39-2,,Y,
"Protein, Vegetable, Hydrolyzed", 100209-45-8,,Y,
Pseudoionone, 141-10-6,,Y,
Psyllium Seed Husk, 8063-16-9,,Y,
P-Tolyl 3-Methylbutyrate, 55066-56-3,,Y,
P-Tolyl Acetate, 140-39-6,,Y,
P-Tolyl Isobutyrate, 103-93-5,,Y,
P-Tolyl Laurate, 10024-57-4,,Y,
P-Tolyl Octanoate, 59558-23-5,,Y,
P-Tolyl Phenylacetate, 101-94-0,,Y,
P-Tolylacetaldehyde, 104-09-6,,Y,
Pulegone, 89-82-7,,Y,
Pullulan,,E 1204,,Y
Pulp, 977139-78-8,,Y,
P-Vinylphenol, 2628-17-3,,Y,
Pyrazine, 290-37-9,,Y,
Pyrazine Ethanethiol, 35250-53-4,,Y,
Pyrazinyl Methyl Sulfide, 21948-70-9,,Y,
Pyridine, 110-86-1,,Y,
Pyridoxine, 65-23-6,,Y,
Pyridoxine Hydrochloride, 58-56-0,,Y,
Pyroligneous Acid, 8030-97-5,,Y,
"Pyroligneous Acid, Extract", 8028-47-5,,Y,
Pyrrole, 109-97-7,,Y,
Pyrrolidine, 123-75-1,,Y,
"Pyrrolidino-[1,2e]-4h-2,4-Dimethyl-1,3,5-Dithiazine", 116505-60-3,,Y,
Pyruvaldehyde, 78-98-8,,Y,
Pyruvic Acid, 127-17-3,,Y,
"Quassia, Extract (Picrasma Excelsa (Sw.) Planch Or Quassia Amara L.)", 68915-32-2,,Y,
Quaternary Ammonium Chloride Combination, 977127-82-4,,Y,
Quebracho Bark Extract, 977092-71-9,,Y,
Quillaia (Quillaja Saponaria Molina), 977002-27-9,,Y,
Quillaia Extract (Quillaja Saponaria Molina), 68990-67-0,E 999,Y,Y
"Quince Seed, Extract (Cydonia Spp.)", 977018-25-9,,Y,
Quinine Bisulfate, 549-56-4,,Y,
Quinine Hydrochloride, 130-89-2,,Y,
Quinine Sulfate, 6119-70-6,,Y,
Quinoline Yellow,,E 104,,Y
Quinoline--Nlfg, 91-22-5,,Y,
"Rapeseed Oil, Hydrogenated", 84681-71-0,,Y,
"Rapeseed Oil, Hydrogenated, Superglycerinated", 977011-92-9,,Y,
"Rapeseed Oil, Low Erucic Acid", 120962-03-0,,Y,
"Rapeseed Oil, Low Erucic Acid, Partially Hydrogenated", 977106-35-6,,Y,
Rebaudioside A, 58543-16-1,,Y,
Rebaudioside C, 63550-99-2,,Y,
Rennet, 9042-08-4,,Y,
"Resin, From Formaldehyde, Acetone, And Tetraethylenepentamine", 9006-70-6,,Y,
Resorcinol, 108-46-3,,Y,
"Rhatany, Extract (Krameria Spp.)", 84775-95-1,,Y,
Rhodinol, 141-25-3,,Y,
Rhodinyl Acetate, 141-11-7,,Y,
Rhodinyl Butyrate, 141-15-1,,Y,
Rhodinyl Formate, 141-09-3,,Y,
Rhodinyl Isobutyrate, 138-23-8,,Y,
Rhodinyl Isovalerate, 7778-96-3,,Y,
Rhodinyl Phenylacetate, 10486-14-3,,Y,
Rhodinyl Propionate, 105-89-5,,Y,
Rhubarb Root (Rheum Spp.), 977039-94-3,,Y,
"Rhubarb, Garden Root (Rheum Rhaponticum L.)", 977035-94-1,,Y,
Riboflavin, 83-88-5,E 101,Y,Y
Riboflavin 5'-Phosphate, 146-17-8,,Y,
"Riboflavin 5'-Phosphate, Sodium", 130-40-5,,Y,
Rice Bran Wax, 8016-60-2,,Y,
Rice Starch, 977000-08-0,,Y,
"Rice, Milled", 977083-18-3,,Y,
Rose Flowers (Rosa Spp.), 977029-69-8,,Y,
"Rose Hips, Extract (Rosa Spp.)", 977021-37-6,,Y,
Rose Leaves (Rosa Spp.), 977029-70-1,,Y,
"Rose Water, Stronger (Rosa Centifolia L.)", 8030-26-0,,Y,
"Rose, Absolute (Rosa Spp.)", 977091-93-2,,Y,
"Rose, Bud (Rosa Spp.)", 977029-67-6,,Y,
"Rose, Oil (Rosa Spp.)", 8007-01-0,,Y,
Roselle (Hibiscus Sabdariffa L.), 977017-88-1,,Y,
Rosemary (Rosemarinus Officinalis L.), 977002-36-0,,Y,
"Rosemary, Extract (Rosmarinus Officinalis L.)", 84604-14-8,,Y,
"Rosemary, Oil (Rosemarinus Officinalis L.)", 8000-25-7,,Y,
"Rosemary, Oleoresin", 977029-68-7,,Y,
Rosidinha (Micropholis (Also Known As Sideroxylon) Spp.), 977011-51-0,,Y,
Rosin (Pinus Spp.) And Rosin Derivatives, 8050-09-7,,Y,
